frame_nmr,car_id,car_bbox,car_class,license_plate_bbox,license_plate_bbox_score,license_number,license_number_score
124,3,566.931396484375 1045.694580078125 1098.3287353515625 1435.1751708984375,car,757.533447265625 1312.1395263671875 898.5361328125 1351.2689208984375,0.8102186918258667,GX15OCJ,0.41864314270428477
125,3,563.0072631835938 1050.8101806640625 1097.365234375 1435.5416259765625,car,752.929443359375 1315.719482421875 905.048095703125 1357.113525390625,0.817019522190094,GX15OCJ,0.4607216029461028
126,3,559.0910034179688 1056.7783203125 1095.84130859375 1435.7861328125,car,741.5301513671875 1324.850341796875 904.6011962890625 1371.652587890625,0.7797636985778809,GX15OCJ,0.4107499347626567
127,3,557.0155029296875 1059.6304931640625 1094.8692626953125 1435.5826416015625,car,736.7467041015625 1332.277099609375 901.4847412109375 1372.241943359375,0.3396473228931427,GX15OCJ,0.29426860610502414
128,3,553.3580932617188 1065.5181884765625 1093.4027099609375 1434.9892578125,car,740.920654296875 1340.1728515625 900.03759765625 1378.4482421875,0.5301621556282043,GX15OCJ,0.3120645757461989
129,3,548.995849609375 1071.6953125 1092.23876953125 1434.8995361328125,car,739.5447998046875 1343.476806640625 907.2303466796875 1383.950927734375,0.7888058423995972,GX15UCJ,0.4201877529919796
130,3,546.93017578125 1075.6500244140625 1092.01025390625 1433.1871337890625,car,745.8221435546875 1347.89208984375 899.2645263671875 1386.97900390625,0.6580631136894226,GX15OGJ,0.4338908605726282
131,3,543.0770263671875 1080.4453125 1090.4395751953125 1433.2723388671875,car,737.502685546875 1355.549072265625 873.826904296875 1399.709228515625,0.658234715461731,GX15UGJ,0.1702416761603674
132,3,538.111083984375 1087.4481201171875 1088.960205078125 1434.3330078125,car,733.927734375 1366.62353515625 883.267578125 1405.7587890625,0.3872484564781189,GX15OGJ,0.34213051969022207
174,6,1370.8426513671875 918.216064453125 1829.3446044921875 1287.518310546875,car,1537.10986328125 1159.509033203125 1676.383544921875 1206.365478515625,0.3523609936237335,AP06JEU,0.17130916121443104
175,6,1371.3201904296875 921.9275512695312 1831.65283203125 1290.8193359375,car,1540.01708984375 1161.928466796875 1682.94970703125 1208.199951171875,0.3904755413532257,AP05JED,0.0891970270542975
176,6,1371.763671875 925.3111397879464 1833.5468575613838 1295.993617466518,0,1541.465576171875 1166.0623256138392 1684.964599609375 1211.6368233816963,0,0,0
177,6,1372.2071533203125 928.6947283063616 1835.440883091518 1301.1678989955358,0,1542.9140625 1170.1961844308037 1686.9794921875 1215.073695591518,0,0,0
178,6,1372.650634765625 932.0783168247768 1837.3349086216517 1306.3421805245537,0,1544.362548828125 1174.330043247768 1688.994384765625 1218.5105678013392,0,0,0
179,6,1373.0941162109375 935.4619053431919 1839.2289341517858 1311.5164620535713,0,1545.81103515625 1178.463902064732 1691.00927734375 1221.9474400111608,0,0,0
180,6,1373.53759765625 938.8454938616071 1841.1229596819196 1316.6907435825892,0,1547.259521484375 1182.5977608816963 1693.024169921875 1225.384312220982,0,0,0
181,6,1373.9810791015625 942.2290823800223 1843.0169852120537 1321.865025111607,0,1548.7080078125 1186.7316196986608 1695.0390625 1228.8211844308037,0,0,0
182,6,1374.424560546875 945.6126708984375 1844.9110107421875 1327.039306640625,car,1550.156494140625 1190.865478515625 1697.053955078125 1232.258056640625,0.6614395380020142,AP05JED,0.31911818943386905
183,6,1374.60009765625 950.9840698242188 1846.9207763671875 1333.3046875,car,1553.536865234375 1200.1220703125 1699.119384765625 1243.8330078125,0.3574499487876892,AP05JEO,0.4665023073387844
184,6,1375.490478515625 955.181640625 1849.2587280273438 1337.9820556640625,0,1551.7362060546875 1206.9710693359375 1694.3602294921875 1247.6219482421875,0,0,0
185,6,1376.380859375 959.3792114257812 1851.5966796875 1342.659423828125,car,1549.935546875 1213.820068359375 1689.60107421875 1251.410888671875,0.25095006823539734,AP05JEO,0.21789929058761162
186,6,1377.3666585286458 963.1784464518229 1854.2646891276042 1347.8991292317708,0,1552.210693359375 1217.6190592447917 1689.032470703125 1257.4652506510417,0,0,0
187,6,1378.3524576822917 966.9776814778646 1856.9326985677083 1353.1388346354167,0,1554.48583984375 1221.4180501302083 1688.4638671875 1263.5196126302083,0,0,0
188,6,1379.3382568359375 970.7769165039062 1859.6007080078125 1358.3785400390625,car,1556.760986328125 1225.217041015625 1687.895263671875 1269.573974609375,0.3738562762737274,AP05JEO,0.6267169305847128
189,6,1379.7305908203125 974.8807983398438 1862.901611328125 1364.2657470703125,car,1553.16748046875 1229.5218505859375 1700.376953125 1271.4407958984375,0.2723062038421631,APUSJEQ,0.30415813014775417
190,6,1380.5619303385417 978.9753011067709 1865.3439127604167 1369.7427164713542,0,1555.8101603190105 1234.219746907552 1703.4998168945312 1275.524149576823,0,0,0
191,6,1381.3932698567708 983.0698038736979 1867.7862141927083 1375.2196858723958,0,1558.4528401692708 1238.9176432291667 1706.6226806640625 1279.6075032552083,0,0,0
192,6,1382.224609375 987.164306640625 1870.228515625 1380.6966552734375,0,1561.0955200195312 1243.6155395507812 1709.7455444335938 1283.6908569335938,0,0,0
193,6,1383.0559488932292 991.2588094075521 1872.6708170572917 1386.1736246744792,0,1563.7381998697917 1248.3134358723958 1712.868408203125 1287.7742106119792,0,0,0
194,6,1383.8872884114583 995.3533121744791 1875.1131184895833 1391.6505940755208,0,1566.380879720052 1253.0113321940105 1715.9912719726562 1291.8575642903645,0,0,0
195,6,1384.7186279296875 999.4478149414062 1877.555419921875 1397.1275634765625,car,1569.0235595703125 1257.709228515625 1719.1141357421875 1295.94091796875,0.2765882909297943,AP05JED,0.4472738368180844
196,6,1385.6157633463542 1003.795664469401 1880.138427734375 1402.0611368815105,0,1571.1710815429688 1262.7611694335938 1721.210428873698 1301.8812866210938,0,0,0
197,6,1386.5128987630208 1008.1435139973959 1882.721435546875 1406.9947102864583,0,1573.318603515625 1267.8131103515625 1723.3067220052083 1307.8216552734375,0,0,0
198,6,1387.4100341796875 1012.4913635253906 1885.304443359375 1411.9282836914062,0,1575.4661254882812 1272.8650512695312 1725.4030151367188 1313.7620239257812,0,0,0
199,6,1388.3071695963542 1016.8392130533854 1887.887451171875 1416.8618570963542,0,1577.6136474609375 1277.9169921875 1727.4993082682292 1319.702392578125,0,0,0
200,6,1389.2043050130208 1021.1870625813802 1890.470458984375 1421.795430501302,0,1579.7611694335938 1282.9689331054688 1729.5956013997395 1325.6427612304688,0,0,0
201,6,1390.1014404296875 1025.534912109375 1893.053466796875 1426.72900390625,car,1581.90869140625 1288.0208740234375 1731.69189453125 1331.5831298828125,0.6653597354888916,DP05JED,0.18820120823350592
186,7,628.0846557617188 876.6599731445312 1049.8394775390625 1210.148193359375,car,776.0511474609375 1086.707763671875 895.3934326171875 1123.44677734375,0.31275686621665955,MHOEZZK,0.18017350133225268
187,7,625.5277913411459 880.1774454752605 1049.695418294271 1214.5585367838542,0,774.1609700520834 1090.9829345703124 893.5380045572916 1127.716398111979,0,0,0
188,7,622.9709269205729 883.6949178059896 1049.551359049479 1218.9688802083333,0,772.2707926432291 1095.25810546875 891.6825764973959 1131.9860188802083,0,0,0
189,7,620.4140625 887.2123901367188 1049.4072998046875 1223.3792236328125,0,770.380615234375 1099.5332763671875 889.8271484375 1136.2556396484374,0,0,0
190,7,617.8571980794271 890.7298624674479 1049.2632405598958 1227.7895670572916,0,768.4904378255209 1103.808447265625 887.9717203776041 1140.5252604166667,0,0,0
191,7,615.3003336588541 894.2473347981771 1049.1191813151042 1232.1999104817708,0,766.6002604166666 1108.0836181640625 886.1162923177084 1144.7948811848958,0,0,0
192,7,612.7434692382812 897.7648071289062 1048.9751220703124 1236.61025390625,0,764.7100830078125 1112.3587890625 884.2608642578125 1149.064501953125,0,0,0
193,7,610.1866048177084 901.2822794596354 1048.8310628255208 1241.020597330729,0,762.8199055989584 1116.6339599609375 882.4054361979166 1153.334122721354,0,0,0
194,7,607.6297403971354 904.7997517903646 1048.6870035807292 1245.4309407552084,0,760.9297281901041 1120.909130859375 880.5500081380209 1157.6037434895834,0,0,0
195,7,605.0728759765625 908.3172241210938 1048.5429443359376 1249.8412841796876,0,759.03955078125 1125.1843017578126 878.694580078125 1161.8733642578125,0,0,0
196,7,602.5160115559896 911.8346964518229 1048.3988850911458 1254.2516276041667,0,757.1493733723959 1129.45947265625 876.8391520182291 1166.1429850260417,0,0,0
197,7,599.9591471354166 915.3521687825521 1048.2548258463542 1258.661971028646,0,755.2591959635416 1133.7346435546874 874.9837239583334 1170.4126057942708,0,0,0
198,7,597.4022827148438 918.8696411132812 1048.1107666015625 1263.072314453125,0,753.3690185546875 1138.009814453125 873.1282958984375 1174.6822265625,0,0,0
199,7,594.8454182942709 922.3871134440104 1047.966707356771 1267.4826578776042,0,751.4788411458334 1142.2849853515625 871.2728678385416 1178.9518473307292,0,0,0
200,7,592.2885538736979 925.9045857747396 1047.822648111979 1271.8930013020833,0,749.5886637369791 1146.56015625 869.4174397786459 1183.2214680989582,0,0,0
201,7,589.731689453125 929.4220581054688 1047.6785888671875 1276.3033447265625,car,747.698486328125 1150.8353271484375 867.56201171875 1187.4910888671875,0.6658596992492676,EHSZI,0.10175009991311734
202,7,585.6781616210938 931.6896362304688 1049.507568359375 1279.3482666015625,car,744.3321533203125 1154.2457275390625 867.4630126953125 1188.5587158203125,0.4167998135089874,DSZO,0.2143300324678421
203,7,584.885986328125 935.7335815429688 1043.316162109375 1285.7613525390625,car,741.2520751953125 1158.00439453125 870.689453125 1193.37060546875,0.3954847753047943,MHDSZI,0.231884047698389
204,7,582.2074076334635 938.5948588053385 1041.5227661132812 1290.6763305664062,0,737.8544921875 1162.1689860026042 867.9904174804688 1198.2220458984375,0,0,0
205,7,579.5288289388021 941.4561360677084 1039.7293701171875 1295.59130859375,0,734.4569091796875 1166.3335774739583 865.2913818359375 1203.073486328125,0,0,0
206,7,576.8502502441406 944.3174133300781 1037.9359741210938 1300.5062866210938,0,731.059326171875 1170.4981689453125 862.5923461914062 1207.9249267578125,0,0,0
207,7,574.1716715494791 947.1786905924479 1036.142578125 1305.4212646484375,0,727.6617431640625 1174.6627604166667 859.893310546875 1212.7763671875,0,0,0
208,7,571.4930928548177 950.0399678548177 1034.3491821289062 1310.3362426757812,0,724.26416015625 1178.8273518880208 857.1942749023438 1217.6278076171875,0,0,0
209,7,568.8145141601562 952.9012451171875 1032.5557861328125 1315.251220703125,car,720.8665771484375 1182.991943359375 854.4952392578125 1222.479248046875,0.4990364909172058,DHOEZI,0.2074202579600786
210,7,566.181640625 956.5520629882812 1033.656494140625 1319.84521484375,car,720.9118041992188 1187.751220703125 857.8901977539062 1225.86328125,0.41308125853538513,MHOSZI,0.06281750399245266
211,7,563.4164672851563 960.7860595703125 1032.6025146484376 1325.2768798828124,0,718.5072387695312 1193.114306640625 854.1787475585937 1230.929931640625,0,0,0
212,7,560.6512939453125 965.0200561523437 1031.54853515625 1330.708544921875,0,716.1026733398437 1198.477392578125 850.4672973632812 1235.99658203125,0,0,0
213,7,557.8861206054687 969.254052734375 1030.4945556640625 1336.1402099609375,0,713.6981079101563 1203.840478515625 846.7558471679688 1241.063232421875,0,0,0
214,7,555.120947265625 973.4880493164062 1029.440576171875 1341.571875,0,711.2935424804688 1209.203564453125 843.0443969726563 1246.1298828125,0,0,0
215,7,552.3557739257812 977.7220458984375 1028.3865966796875 1347.0035400390625,car,708.8889770507812 1214.566650390625 839.3329467773438 1251.196533203125,0.4507266879081726,MHOBZZK,0.27539671044132863
216,7,548.366455078125 983.209716796875 1029.4622802734375 1352.2698974609375,car,705.022705078125 1217.4493408203125 839.85791015625 1255.5706787109375,0.4808637797832489,KHDEZZK,0.6540328948200381
217,7,545.0728149414062 987.020751953125 1027.8704833984375 1356.174072265625,car,704.109375 1220.739013671875 841.415283203125 1258.221923828125,0.3453836739063263,KHOEZZK,0.4260427238083215
218,7,541.514892578125 992.0071411132812 1028.7108154296875 1362.2001953125,car,693.9798583984375 1227.856689453125 835.4349365234375 1264.994873046875,0.2572132647037506,KHSZZK,0.5643233131304631
219,7,538.2322591145834 995.2035929361979 1025.2880452473958 1367.5712076822917,0,692.4591471354166 1234.3447265625 832.0879720052084 1271.29541015625,0,0,0
220,7,534.9496256510416 998.4000447591146 1021.8652750651041 1372.9422200520833,0,690.9384358723959 1240.832763671875 828.7410074869791 1277.595947265625,0,0,0
221,7,531.6669921875 1001.5964965820312 1018.4425048828125 1378.313232421875,car,689.417724609375 1247.32080078125 825.39404296875 1283.896484375,0.3063565790653229,KM05ZZK,0.15342437034615442
222,7,528.06640625 1004.3805541992188 1019.3064575195312 1384.667236328125,car,689.57177734375 1249.3892822265625 825.1292724609375 1287.7989501953125,0.6751648783683777,KHDSZZK,0.2134498332677544
223,7,525.1488647460938 1009.5219116210938 1021.6666870117188 1389.156005859375,car,686.8973388671875 1254.5115966796875 825.8096923828125 1290.5474853515625,0.49492594599723816,KH05ZZK,0.22998878296404981
224,7,520.638671875 1013.2633666992188 1018.8770141601562 1396.0433349609375,car,685.8238525390625 1258.89501953125 831.4498291015625 1296.83154296875,0.3124029040336609,HDSZZ,0.12912150805198902
225,7,517.6343688964844 1017.3880615234375 1012.2958780924479 1400.8831380208333,0,682.2992350260416 1265.528076171875 826.2625325520834 1302.9471028645833,0,0,0
226,7,514.6300659179688 1021.5127563476562 1005.7147420247396 1405.7229410807292,0,678.7746175130209 1272.1611328125 821.0752360026041 1309.0626627604167,0,0,0
227,7,511.6257629394531 1025.637451171875 999.1336059570312 1410.562744140625,car,675.25 1278.794189453125 815.887939453125 1315.17822265625,0.37080591917037964,HSZ,0.09631971791390155
228,7,507.2975158691406 1033.18359375 1003.7534790039062 1416.186767578125,car,676.2868041992188 1282.383056640625 814.5574340820312 1319.639892578125,0.4146744906902313,KHOSZ,0.3222166160299783
229,7,505.66839599609375 1036.96875 1000.3527221679688 1419.8612060546875,car,673.142578125 1283.9625244140625 812.8255615234375 1322.1680908203125,0.4096718430519104,MHIEZI,0.08502557424826333
230,7,502.29158782958984 1042.072021484375 998.2697906494141 1423.7317199707031,0,669.1815795898438 1290.0544738769531 810.0832214355469 1328.5161437988281,0,0,0
231,7,498.91477966308594 1047.17529296875 996.1868591308594 1427.6022338867188,0,665.2205810546875 1296.1464233398438 807.3408813476562 1334.8641967773438,0,0,0
232,7,495.53797149658203 1052.278564453125 994.1039276123047 1431.4727478027344,0,661.2595825195312 1302.2383728027344 804.5985412597656 1341.2122497558594,0,0,0
233,7,492.1611633300781 1057.3818359375 992.02099609375 1435.34326171875,car,657.298583984375 1308.330322265625 801.856201171875 1347.560302734375,0.32686060667037964,MSZR,0.16001957654953003
288,8,543.0086669921875 1059.3492431640625 1043.3643798828125 1432.54150390625,car,717.620361328125 1333.63427734375 855.351806640625 1377.844970703125,0.6858006119728088,FJ14ZHY,0.6496062567120151
289,8,541.548095703125 1063.3577880859375 1043.74609375 1432.2255859375,car,718.4683837890625 1339.281494140625 851.9639892578125 1379.934814453125,0.6770013570785522,FJ14ZHY,0.8451397104370857
290,8,539.1370239257812 1066.4302978515625 1043.5850830078125 1432.88232421875,car,713.7935791015625 1345.6318359375 853.9327392578125 1386.81103515625,0.564481794834137,FJ14ZHY,0.549412887615436
291,8,535.5938720703125 1073.77099609375 1040.818359375 1434.0567626953125,car,710.1356201171875 1348.925048828125 848.8636474609375 1392.80908203125,0.6908314228057861,FJSZHY,0.3958404680435771
292,8,533.4859008789062 1080.13720703125 1040.2213134765625 1434.77734375,car,708.2388916015625 1351.944580078125 847.6949462890625 1392.489501953125,0.7200048565864563,FJ16ZHY,0.33673132433362385
293,8,530.1734008789062 1083.287841796875 1039.5550537109375 1436.7823486328125,car,703.844970703125 1360.43798828125 848.404296875 1406.0927734375,0.6313181519508362,FJ14ZHY,0.7646668932875357
294,8,523.47265625 1090.8626708984375 1036.1109619140625 1437.2459716796875,car,702.6015625 1371.2100830078125 846.8228759765625 1412.0533447265625,0.6508896350860596,FJ14ZHY,0.7876329386244445
295,8,513.8924560546875 1094.187255859375 1035.1451416015625 1436.1881103515625,car,701.2039184570312 1372.981689453125 846.4308471679688 1415.47998046875,0.7335233092308044,FJ15ZHY,0.5063369950138131
296,8,514.7974853515625 1099.154296875 1035.1717529296875 1436.022705078125,car,693.4371948242188 1376.8583984375 842.3839721679688 1422.35595703125,0.7777841091156006,FJAZHY,0.6041763604558114
297,8,512.322021484375 1104.05419921875 1035.83349609375 1436.4173583984375,car,689.426513671875 1383.2431640625 836.97998046875 1429.09130859375,0.8139150142669678,FJZHY,0.3860206117012542
298,8,511.18695068359375 1106.8658447265625 1034.3333740234375 1435.97509765625,car,689.0418701171875 1387.3076171875 836.7298583984375 1431.693603515625,0.2804815173149109,FJSZHY,0.2592728467799903
264,10,1506.5999755859375 1035.1605224609375 1978.762451171875 1401.0653076171875,car,1686.361572265625 1281.112060546875 1814.167724609375 1321.323486328125,0.36130258440971375,WADZFKD,0.01881072919514069
265,10,1507.2259521484375 1038.62646484375 1980.26025390625 1406.1656494140625,car,1684.451904296875 1284.392822265625 1815.372314453125 1325.328857421875,0.4565935432910919,WRDZEW,0.07493206493824224
266,10,1508.3606567382812 1044.2493286132812 1983.1869506835938 1413.2892456054688,0,1688.004150390625 1292.2860107421875 1819.456298828125 1333.7906494140625,0,0,0
267,10,1509.495361328125 1049.8721923828125 1986.1136474609375 1420.412841796875,car,1691.556396484375 1300.17919921875 1823.540283203125 1342.25244140625,0.5568389892578125,WRO?EW,0.047204227828422075
268,10,1511.012939453125 1053.201171875 1989.1962890625 1424.77685546875,car,1695.948486328125 1304.921875 1822.58544921875 1345.21484375,0.3905620872974396,MRO?EW,0.10278646306317779
269,10,1511.942138671875 1058.357666015625 1991.6309814453125 1429.85107421875,car,1697.102783203125 1311.024169921875 1821.794189453125 1351.803955078125,0.3797764480113983,MRWZFKD,0.3699347400212597
270,10,1512.9937744140625 1064.5430908203125 1995.651611328125 1433.7606201171875,car,1694.013671875 1317.232177734375 1828.9150390625 1359.51220703125,0.7612015604972839,IRWZFKD,0.15103204205145704
271,10,1513.2335205078125 1067.8660888671875 2000.7337646484375 1435.0489501953125,car,1696.261962890625 1321.1805419921875 1832.258544921875 1362.8665771484375,0.688896119594574,DROZFKD,0.14419046562750923
272,10,1513.7567138671875 1075.0943603515625 2005.5313720703125 1436.0123291015625,car,1698.156494140625 1328.33349609375 1836.174560546875 1369.37890625,0.26837342977523804,WROZFKD,0.07504419349537514
273,10,1515.1741129557292 1079.5337320963542 2007.5509440104167 1436.6584879557292,0,1701.0916341145833 1333.7832438151042 1838.5040690104167 1374.5454508463542,0,0,0
274,10,1516.5915120442708 1083.9731038411458 2009.5705159505208 1437.3046468098958,0,1704.0267740885417 1339.2329915364583 1840.8335774739583 1379.7119954427083,0,0,0
275,10,1518.0089111328125 1088.4124755859375 2011.590087890625 1437.9508056640625,car,1706.9619140625 1344.6827392578125 1843.1630859375 1384.8785400390625,0.7010377645492554,LR02FKD,0.14044729273087855
276,10,1520.5064697265625 1093.3240966796875 2015.7149658203125 1437.7652587890625,car,1709.795166015625 1351.970703125 1842.875732421875 1392.5888671875,0.2786999046802521,VRWZFKD,0.13669425313737113
277,14,1558.5572509765625 807.3110961914062 1972.5478515625 1149.69921875,car,1709.268798828125 1024.896240234375 1805.599365234375 1058.709228515625,0.42931538820266724,EY61NBG,0.3198596628828907
278,14,1560.1045532226562 810.4397277832031 1974.9700927734375 1156.3321533203125,0,1710.9993896484375 1021.6375732421875 1807.8031005859375 1059.2344970703125,0,0,0
279,14,1561.65185546875 813.568359375 1977.392333984375 1162.965087890625,car,1712.72998046875 1018.37890625 1810.0068359375 1059.759765625,0.2691386640071869,TEYGINBG,0.2839957570300822
280,14,1561.3377990722656 816.4293060302734 1978.3782348632812 1166.3797607421875,0,1715.29150390625 1024.9763793945312 1809.2928466796875 1062.622314453125,0,0,0
281,14,1561.0237426757812 819.2902526855469 1979.3641357421875 1169.79443359375,0,1717.85302734375 1031.5738525390625 1808.578857421875 1065.48486328125,0,0,0
282,14,1560.7096862792969 822.1511993408203 1980.3500366210938 1173.2091064453125,0,1720.41455078125 1038.1713256835938 1807.8648681640625 1068.347412109375,0,0,0
283,14,1560.3956298828125 825.0121459960938 1981.3359375 1176.623779296875,car,1722.97607421875 1044.768798828125 1807.15087890625 1071.2099609375,0.26381635665893555,EY61MBI,0.3791796260791145
284,14,1561.2137357271636 827.7818556565505 1983.1080228365386 1180.5253061147837,0,1723.8938363882212 1047.9302978515625 1809.009990985577 1075.282949594351,0,0,0
285,14,1562.0318415715144 830.5515653170072 1984.880108173077 1184.4268329326924,0,1724.8115985576924 1051.091796875 1810.8691030649038 1079.355938251202,0,0,0
286,14,1562.8499474158655 833.321274977464 1986.6521935096155 1188.328359750601,0,1725.7293607271636 1054.2532958984375 1812.7282151442307 1083.428926908053,0,0,0
287,14,1563.6680532602163 836.0909846379207 1988.4242788461538 1192.2298865685095,0,1726.6471228966345 1057.414794921875 1814.5873272235576 1087.5019155649038,0,0,0
288,14,1564.4861591045674 838.8606942983774 1990.1963641826924 1196.1314133864182,0,1727.5648850661057 1060.5762939453125 1816.4464393028845 1091.5749042217549,0,0,0
289,14,1565.3042649489182 841.6304039588341 1991.9684495192307 1200.032940204327,0,1728.482647235577 1063.73779296875 1818.3055513822114 1095.6478928786057,0,0,0
290,14,1566.1223707932693 844.4001136192909 1993.7405348557693 1203.9344670222356,0,1729.400409405048 1066.8992919921875 1820.1646634615386 1099.7208815354568,0,0,0
291,14,1566.9404766376201 847.1698232797476 1995.5126201923076 1207.8359938401443,0,1730.3181715745193 1070.060791015625 1822.0237755408655 1103.7938701923076,0,0,0
292,14,1567.7585824819712 849.9395329402043 1997.2847055288462 1211.737520658053,0,1731.2359337439905 1073.2222900390625 1823.8828876201924 1107.8668588491587,0,0,0
293,14,1568.576688326322 852.709242600661 1999.0567908653845 1215.6390474759614,0,1732.1536959134614 1076.3837890625 1825.7419996995193 1111.9398475060095,0,0,0
294,14,1569.394794170673 855.4789522611178 2000.828876201923 1219.5405742938701,0,1733.0714580829326 1079.5452880859375 1827.6011117788462 1116.0128361628606,0,0,0
295,14,1570.212900015024 858.2486619215745 2002.6009615384614 1223.4421011117788,0,1733.9892202524038 1082.706787109375 1829.460223858173 1120.0858248197114,0,0,0
296,14,1571.031005859375 861.0183715820312 2004.373046875 1227.3436279296875,car,1734.906982421875 1085.8682861328125 1831.3193359375 1124.1588134765625,0.6551266312599182,EF61NBG,0.408286152860071
297,14,1571.2528076171875 864.9288940429688 2006.7586669921875 1232.9873046875,car,1728.09912109375 1096.207275390625 1828.0166015625 1127.905517578125,0.4203396737575531,EY61NBC,0.5824290507419672
298,14,1561.9456787109375 867.4537963867188 2008.820556640625 1235.67529296875,car,1738.8265380859375 1094.3028564453125 1829.6417236328125 1126.9259033203125,0.29737210273742676,FMEIMAI,0.007043604421035298
299,14,1568.0321044921875 870.014892578125 2011.579833984375 1239.9012451171875,car,1737.728515625 1101.417236328125 1834.589111328125 1132.600830078125,0.5570747256278992,EY61NEG,0.6315845856977226
300,14,1570.697509765625 874.4052734375 2014.823486328125 1244.650390625,car,1733.981201171875 1111.492919921875 1822.117431640625 1137.82568359375,0.5359770655632019,EYGINB,0.6578488748856444
301,14,1572.939208984375 877.3905029296875 2016.2349853515625 1251.694091796875,car,1734.2698974609375 1115.349365234375 1831.9608154296875 1140.053955078125,0.26446694135665894,EY61NBG,0.6137057992842098
302,14,1573.659423828125 881.4929809570312 2017.48291015625 1254.9324951171875,car,1738.495849609375 1116.19189453125 1835.504638671875 1144.96875,0.2678484320640564,EY61NAT,0.20499936015829054
303,14,1575.5286865234375 887.1305541992188 2021.088623046875 1259.600830078125,car,1733.936767578125 1121.676025390625 1836.23046875 1155.770751953125,0.30508723855018616,EY61NBC,0.7361014503503164
304,14,1577.140380859375 889.5675659179688 2022.4913330078125 1263.019775390625,car,1735.706298828125 1126.0732421875 1840.026123046875 1156.8046875,0.3992401957511902,EY61NBG,0.9794638767765445
305,14,1578.4437255859375 894.2803955078125 2025.5628662109375 1268.6173095703125,car,1736.539794921875 1136.060546875 1837.615966796875 1159.393310546875,0.33473795652389526,EY61NBL,0.8864120665372495
306,14,1578.0517171223958 897.2297973632812 2027.0443929036458 1273.8786214192708,0,1739.7399088541667 1138.822998046875 1837.84912109375 1164.3992513020833,0,0,0
307,14,1577.6597086588542 900.17919921875 2028.5259195963542 1279.1399332682292,0,1742.9400227864583 1141.58544921875 1838.082275390625 1169.4051920572917,0,0,0
308,14,1577.2677001953125 903.1286010742188 2030.0074462890625 1284.4012451171875,car,1746.14013671875 1144.347900390625 1838.3154296875 1174.4111328125,0.47237351536750793,EY61NBC,0.9809161966826532
309,14,1569.653076171875 906.5639038085938 2032.052978515625 1290.9176025390625,car,1754.887451171875 1146.23828125 1857.400634765625 1180.40185546875,0.31986066699028015,EY61NBG,0.26139916200651814
310,14,1570.6507568359375 909.2974243164062 2033.75634765625 1292.2906494140625,car,1745.54541015625 1146.827880859375 1854.45458984375 1185.827392578125,0.36944493651390076,EY61NBG,0.6281939271603256
311,14,1565.74267578125 912.4780883789062 2037.546875 1298.896728515625,car,1744.4588623046875 1146.317626953125 1854.1688232421875 1188.830322265625,0.7961128950119019,EY61NBG,0.2542540992215588
312,14,1573.15478515625 916.6779174804688 2039.5714111328125 1307.5894775390625,car,1741.1826171875 1153.554931640625 1858.34716796875 1192.152587890625,0.8241897821426392,EY61NBG,0.840758088065277
313,14,1569.6309814453125 918.6303100585938 2041.43017578125 1311.7901611328125,car,1743.9027099609375 1157.368896484375 1857.2408447265625 1194.049072265625,0.6915122866630554,EY61NBG,0.5473169443887914
314,14,1566.8310546875 923.4573364257812 2043.2119140625 1316.36865234375,car,1741.535888671875 1164.3828125 1861.617919921875 1201.59716796875,0.682388961315155,EY61NBG,0.6480293144454383
315,14,1565.2664794921875 927.9307250976562 2045.7474365234375 1321.620849609375,car,1746.22314453125 1173.7001953125 1857.154296875 1209.27197265625,0.6727998852729797,EY61NBG,0.5431860698993513
316,14,1562.678955078125 930.2152709960938 2046.6849365234375 1325.283447265625,car,1752.466796875 1178.9202880859375 1859.5546875 1208.7584228515625,0.37262848019599915,EY61NBG,0.5144986742814895
317,14,1562.7467041015625 933.7573852539062 2049.275634765625 1332.1650390625,car,1747.4088134765625 1179.394287109375 1866.2215576171875 1218.751220703125,0.581419825553894,EF61NBG,0.5243014385176874
318,14,1562.905517578125 937.9323120117188 2053.1162109375 1340.04248046875,car,1753.92431640625 1186.008544921875 1868.353759765625 1220.938232421875,0.5937603712081909,EY61NBG,0.93602840096834
319,14,1564.468017578125 941.174560546875 2053.1552734375 1342.5166015625,car,1745.911865234375 1186.087646484375 1871.419189453125 1226.001220703125,0.7995040416717529,EY61NBG,0.8816593686501638
320,14,1568.1836751302083 945.5601603190104 2055.6103515625 1347.044189453125,0,1751.8343505859375 1194.0938313802083 1870.9014892578125 1230.3565266927083,0,0,0
321,14,1571.8993326822917 949.9457600911459 2058.0654296875 1351.57177734375,0,1757.7568359375 1202.1000162760417 1870.3837890625 1234.7118326822917,0,0,0
322,14,1575.614990234375 954.3313598632812 2060.5205078125 1356.099365234375,car,1763.6793212890625 1210.106201171875 1869.8660888671875 1239.067138671875,0.3217589855194092,EYGTNBG,0.11497538732998167
323,14,1576.7222900390625 958.2844848632812 2063.3212890625 1361.7930908203125,car,1758.665771484375 1212.1021728515625 1870.406982421875 1245.8800048828125,0.28994864225387573,EYGTNBG,0.644627433782778
324,14,1570.9501953125 962.166259765625 2065.031494140625 1368.939697265625,car,1756.462646484375 1212.9649658203125 1877.498291015625 1252.2117919921875,0.8237557411193848,EY61NBG,0.48674149210685624
